Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Machine failure,Tool wear failure,Heat dissipation failure,Power failure,Overstrain failure,Random failure,power,temperature difference,high_temperature_flag,high_torque_flag,low_rotational_speed_flag,wear_Stress
M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,6.3327225130890055,10.5,0,0,0,5142.5
L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,7.256921465968587,10.599999999999966,0,0,0,6026.400000000001
M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,7.753507853403141,10.599999999999966,0,0,0,6501.6
L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,5.781392670157068,10.600000000000023,0,0,0,4527.900000000001
L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,5.266429319371728,10.599999999999966,0,0,0,4087.2
L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,7.555539267015706,10.599999999999966,0,0,0,6636.7
H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,7.695675392670156,10.599999999999966,0,1,1,7465.5
L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,5.76669109947644,10.599999999999966,0,0,0,4914.0
H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,8.19359162303665,10.5,0,1,1,8846.6
L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,7.052575916230367,10.5,0,0,0,7158.900000000001
L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,3.4703664921465966,10.5,0,0,0,2175.4
H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,7.602973821989528,10.5,0,0,0,7519.799999999999
L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,6.35903664921466,10.5,0,0,0,6427.200000000001
M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,7.531979057591624,10.5,0,0,0,7773.6
M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,5.068167539267016,10.5,0,0,0,4669.0
M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,4.636083769633507,10.600000000000023,0,0,0,3985.2000000000003
L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,5.976460732984294,10.5,0,0,0,6546.400000000001
L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,5.811664921465968,10.5,0,0,0,6067.099999999999
M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,6.662094240837697,10.5,0,0,0,7301.700000000001
L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,6.6374450261780105,10.399999999999977,0,0,0,7029.599999999999
L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,5.007277486910994,10.5,0,0,0,5192.0
M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,6.453486910994765,10.5,0,0,0,7226.8
M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,6.104,10.400000000000034,0,0,0,6914.200000000001
M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,6.023225130890053,10.5,0,0,0,6660.8
L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,7.87696335078534,10.399999999999977,0,0,0,9537.0
M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,5.9382722513089,10.399999999999977,0,0,0,7276.5
L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,7.469623036649216,10.400000000000034,0,0,0,9734.400000000001
M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,7.009821989528796,10.399999999999977,0,0,0,8555.4
H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,6.205193717277488,10.399999999999977,0,0,0,7328.400000000001
M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,7.571937172774869,10.399999999999977,0,0,0,10584.8
M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,6.749937172774868,10.5,0,0,0,9286.5
L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,5.202094240837696,10.5,0,0,0,5740.8
H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,5.2513821989528795,10.5,0,0,0,6489.0
L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,7.987769633507853,10.5,0,1,0,11954.0
H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,7.659727748691099,10.399999999999977,0,0,0,0.0
L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,4.469434554973822,10.399999999999977,0,0,0,109.5
L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,7.59276439790576,10.399999999999977,0,0,0,357.7
M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,7.196534031413612,10.399999999999977,0,0,0,425.7
L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,5.845068062827226,10.399999999999977,0,0,0,434.40000000000003
L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,7.136125654450262,10.399999999999977,0,0,1,700.0
L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,6.220774869109948,10.5,0,0,0,595.2
M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,7.053486910994764,10.5,0,0,1,914.4
M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,6.2890680628272255,10.5,0,0,0,768.6
M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,6.859853403141362,10.5,0,0,0,1108.8000000000002
L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,8.173130890052356,10.599999999999966,0,1,1,1668.6
L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,4.92496335078534,10.599999999999966,0,0,0,748.2
L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,6.341528795811519,10.600000000000023,0,0,0,1261.7
L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,7.388764397905759,10.599999999999966,0,0,0,1613.7
L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,4.872251308900523,10.599999999999966,0,0,0,987.0
M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,6.781842931937173,10.600000000000023,0,0,0,1639.1
M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,6.959685863874346,10.599999999999966,0,0,0,1800.0
M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,5.109109947643979,10.600000000000023,0,0,0,1225.5
M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,7.108774869109948,10.600000000000023,0,0,1,2318.4
L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,7.385089005235601,10.599999999999966,0,1,1,2685.2
L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,6.654031413612565,10.599999999999966,0,0,0,2269.5
M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,6.794031413612565,10.699999999999989,0,0,0,2411.5
L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,5.60180104712042,10.699999999999989,0,0,0,1831.2000000000003
L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,6.33717277486911,10.599999999999966,0,0,0,2465.0
H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,5.656774869109947,10.699999999999989,0,0,0,2148.0
L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,7.414366492146597,10.699999999999989,0,0,0,3178.5
L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,5.667015706806282,10.600000000000023,0,0,0,2197.6
H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,6.292670157068063,10.599999999999966,0,0,0,2932.5
L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,4.182188481675392,10.699999999999989,0,0,0,1546.6
H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,5.5026596858638746,10.599999999999966,0,0,0,2447.2000000000003
M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,5.823947643979058,10.699999999999989,0,0,0,3248.1
L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,6.973026178010472,10.599999999999966,0,0,0,3998.4
L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,5.5472251308900535,10.699999999999989,0,0,0,3027.2000000000003
L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,6.0878115183246075,10.699999999999989,0,0,0,3335.2
L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,6.331570680628272,10.699999999999989,0,0,0,3645.0
M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,6.6948691099476445,10.800000000000011,0,0,0,3974.4
L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,5.3637277486911,10.800000000000011,0,0,0,3002.0
L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,4.76538219895288,10.800000000000011,0,0,0,2541.4
L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,7.342617801047121,10.800000000000011,0,0,0,4603.5
M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,5.5330052356020945,10.699999999999989,0,0,0,3252.2000000000003
M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,6.192167539267016,10.700000000000045,0,0,0,4014.4
L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,6.625371727748691,10.800000000000011,0,0,0,4376.3
L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,6.061989528795811,10.700000000000045,0,0,0,4469.0
L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,5.763015706806283,10.699999999999989,0,0,0,3896.1000000000004
L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,6.700806282722514,10.700000000000045,0,0,0,4644.3
L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,6.059560209424084,10.800000000000011,0,0,0,4048.0000000000005
L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,5.344670157068062,10.700000000000045,0,0,0,3556.7999999999997
L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,5.569340314136126,10.600000000000023,0,0,0,4188.8
M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,6.273340314136125,10.600000000000023,0,0,0,4452.799999999999
M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,7.477445026178009,10.600000000000023,0,0,0,6361.2
L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,4.215392670157068,10.699999999999989,0,0,0,2667.0
M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,6.759141361256544,10.600000000000023,0,0,0,5456.7
L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,7.752219895287958,10.600000000000023,0,1,0,7035.599999999999
L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,6.314680628272251,10.599999999999966,0,0,0,5735.2
L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,5.389581151832461,10.600000000000023,0,0,0,4229.6
L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,6.206869109947644,10.699999999999989,0,0,0,5395.8
L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,5.57669109947644,10.699999999999989,0,0,0,4886.0
L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,7.221298429319373,10.800000000000011,0,0,0,6901.2
L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,4.63082722513089,10.800000000000011,0,0,0,3643.2000000000003
H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,5.5743455497382195,10.700000000000045,0,0,0,4745.0
M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,5.4292356020942405,10.800000000000011,0,0,0,5103.799999999999
H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,4.811162303664921,10.800000000000011,0,0,0,3988.6
M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,4.060492146596859,10.800000000000011,0,0,0,2909.7000000000003
L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,7.151434554973822,10.800000000000011,0,0,0,7824.599999999999
M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,6.698010471204189,10.899999999999977,0,0,0,6888.0
L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,6.171801047120419,11.0,0,0,0,5961.900000000001
M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,5.597905759162304,11.0,0,0,0,6084.0
M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,7.754052356020942,11.0,0,1,1,10904.8
L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,5.870450261780104,11.0,0,0,0,6264.999999999999
M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,6.88110994764398,10.899999999999977,0,0,1,9044.7
M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,6.949884816753926,10.899999999999977,0,0,0,8262.0
M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,4.207057591623036,10.800000000000011,0,0,0,3550.2
L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,5.42324607329843,10.800000000000011,0,0,0,6175.200000000001
L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,5.1265340314136125,10.800000000000011,0,0,0,5564.8
L,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,5.725633507853403,10.800000000000011,0,0,0,6251.0
L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,6.032460732984293,10.899999999999977,0,0,0,6720.0
L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,7.061235602094241,10.900000000000034,0,0,0,9059.800000000001
H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,6.262617801047121,10.899999999999977,0,0,0,8232.0
L,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,7.525026178010471,11.0,0,0,0,10452.0
L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,7.90096335078534,10.900000000000034,0,1,0,10840.199999999999
M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,5.31793717277487,11.0,0,0,0,0.0
L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,6.292115183246073,10.900000000000034,0,0,0,125.10000000000001
M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,6.381151832460733,11.0,0,0,0,220.0
M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,5.655455497382198,11.0,0,0,0,278.4
M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,6.502910994764397,11.100000000000023,0,0,0,470.79999999999995
M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,5.777015706806282,11.0,0,0,0,539.0
M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,5.035005235602093,11.099999999999966,0,0,0,504.9
L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,6.324712041884816,11.0,0,0,0,836.0
L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,6.190743455497382,11.0,0,0,1,959.2
M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,9.433267015706805,10.899999999999977,0,1,1,1639.1999999999998
L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,5.416670157068063,10.899999999999977,0,0,0,853.2
L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,7.921738219895288,10.899999999999977,0,1,1,1699.4
L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0,7.714617801047121,11.0,0,1,0,1633.7
L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0,8.289465968586388,11.0,0,1,0,1904.1000000000001
M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,6.470680628272251,10.899999999999977,0,0,0,1487.5
L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,5.790314136125654,11.0,0,0,0,1387.0
L,296.2,307.3,1881,24.3,40,0,0,0,0,0,0,4.78620942408377,11.100000000000023,0,0,0,972.0
L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,5.356952879581152,11.100000000000023,0,0,0,1255.8
L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,5.714659685863874,11.100000000000023,0,0,0,1628.0
L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,5.82634554973822,11.0,0,0,0,1692.8
M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,7.059424083769634,11.099999999999966,0,0,1,2424.0
L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,6.150031413612565,11.099999999999966,0,0,0,2034.8999999999999
M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,5.444020942408377,11.100000000000023,0,0,0,1865.6000000000001
L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0,5.233926701570681,11.099999999999966,0,0,0,1590.3999999999999
L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,5.85538219895288,11.100000000000023,0,0,0,2093.8
L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0,5.867225130890052,11.099999999999966,0,0,0,2040.0
H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,6.191413612565445,11.100000000000023,0,0,0,2356.0
M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,3.9160000000000004,11.099999999999966,0,0,0,1279.7
L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,7.110492146596858,11.0,0,0,0,3388.0
M,296.4,307.5,1684,31.4,72,0,0,0,0,0,0,5.536921465968586,11.100000000000023,0,0,0,2260.7999999999997
H,296.4,307.5,1596,35.1,75,0,0,0,0,0,0,5.8659267015706815,11.100000000000023,0,0,0,2632.5
L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0,6.4468900523560215,11.0,0,0,0,3288.0
L,296.7,307.7,1524,36.8,82,0,0,0,0,0,0,5.872586387434555,11.0,0,0,0,3017.6
L,296.7,307.7,1502,43.9,84,0,0,0,0,0,0,6.90448167539267,11.0,0,0,0,3687.6
L,296.6,307.6,1809,25.1,86,0,0,0,0,0,0,4.754544502617801,11.0,0,0,0,2158.6
L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0,6.038827225130889,11.0,0,0,0,3291.2
L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,6.77290052356021,11.100000000000023,0,0,0,4068.0000000000005
L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0,6.902952879581152,11.100000000000023,0,0,0,4011.2000000000003
H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,7.756900523560208,11.100000000000023,0,1,0,4963.2
L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,6.6619685863874345,11.100000000000023,0,0,1,4732.2
M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,8.118575916230368,11.099999999999966,0,0,0,5312.6
L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,5.637120418848167,11.100000000000023,0,0,0,3484.0
L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,6.549005235602095,11.100000000000023,0,0,0,4685.200000000001
L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,5.03924607329843,11.0,0,0,0,3110.4
L,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,6.142534031413613,11.099999999999966,0,0,0,4147.0
L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,4.8225445026178,11.0,0,0,0,2676.7999999999997
M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,5.367926701570681,11.0,0,0,0,3659.4
H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,5.196178010471204,11.0,0,0,0,3568.5
L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,6.1059685863874344,11.0,0,0,0,4806.8
L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,6.473036649214659,11.0,0,0,0,4898.0
L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,5.995518324607329,11.0,0,0,0,4586.4
L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,5.260366492146597,11.100000000000023,0,0,0,4006.4
M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,4.179706806282723,11.199999999999989,0,0,0,2769.0
H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,8.022115183246074,11.199999999999989,0,1,0,7155.4
L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,7.4494240837696335,11.199999999999989,0,0,0,6913.8
L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,7.0395811518324605,11.099999999999966,0,0,0,6860.0
M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,5.71509947643979,11.0,0,0,0,4657.599999999999
M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,6.535989528795811,11.099999999999966,0,0,0,6423.5
L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,4.533361256544502,11.099999999999966,0,0,0,3729.6
M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,6.51551832460733,10.900000000000034,0,0,0,6045.0
L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,7.01530890052356,10.900000000000034,0,0,0,6992.1
L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,6.962701570680629,11.0,0,0,0,7393.5
M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,4.739685863874346,10.900000000000034,0,0,0,3862.2000000000003
M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,5.753340314136126,10.900000000000034,0,0,0,5952.0
L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,7.326439790575916,10.900000000000034,0,0,0,8003.3
M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,6.8405026178010475,10.899999999999977,0,0,0,7623.000000000001
L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,7.032984293193717,10.800000000000011,0,0,0,7980.0
L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,5.294397905759162,10.899999999999977,0,0,0,5389.0
H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,7.6756544502617805,10.900000000000034,0,1,1,9374.0
L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,6.213895287958115,10.800000000000011,0,0,0,6354.3
L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0,5.91261780104712,10.800000000000011,0,0,0,6533.5
H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,5.340816753926702,10.800000000000011,0,0,0,5574.8
L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,5.165811518324607,10.699999999999989,0,0,0,5301.0
L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,5.201256544502618,10.800000000000011,0,0,0,5264.0
L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0,6.402534031413613,10.800000000000011,0,0,0,7638.000000000001
H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,5.917905759162303,10.799999999999955,0,0,0,7641.599999999999
L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0,5.6922408376963345,10.800000000000011,0,0,0,6363.099999999999
M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,7.388041884816754,10.699999999999989,0,0,0,9372.9
L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,8.179476439790577,10.800000000000011,0,1,0,11392.8
L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,7.465445026178011,10.899999999999977,0,0,0,9996.0
H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,5.806722513089005,10.900000000000034,0,0,0,7374.799999999999
M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,6.39882722513089,10.900000000000034,0,0,0,0.0
M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,3.6795811518324606,10.800000000000011,0,0,0,52.5
L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,6.3465549738219895,10.800000000000011,0,0,0,248.39999999999998
L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,7.030450261780105,10.699999999999989,0,0,0,371.2
M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,5.646073298429319,10.700000000000045,0,0,0,320.0
M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,5.923099476439791,10.699999999999989,0,0,0,509.6
L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,6.295036649214659,10.600000000000023,0,0,1,710.4
L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,2.6497696335078538,10.600000000000023,0,0,0,167.4
L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,6.297801047120418,10.600000000000023,0,0,0,716.0
H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,7.065455497382198,10.600000000000023,0,0,0,1062.6
M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,6.036219895287958,10.5,0,0,0,1023.3
M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,6.766575916230366,10.599999999999966,0,0,0,1317.0
H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,5.324607329842932,10.699999999999989,0,0,0,990.0
H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,5.653947643979058,10.800000000000011,0,0,0,1276.8
L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,7.729382198952878,10.699999999999989,0,1,1,2356.4
M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,6.24062827225131,10.699999999999989,0,0,0,1741.5000000000002
L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,6.210502617801048,10.799999999999955,0,0,0,2049.6000000000004
M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,4.902408376963351,10.899999999999977,0,0,0,1350.0
L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,6.224502617801047,10.900000000000034,0,0,0,2045.8000000000002
M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,6.67869109947644,10.800000000000011,0,0,0,2315.5
L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,7.212900523560209,10.799999999999955,0,0,0,2656.3999999999996
L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,5.722586387434555,10.899999999999977,0,0,0,2106.0
L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,7.102617801047121,10.899999999999977,0,0,1,3255.0
H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,7.377424083769634,10.899999999999977,0,0,0,3148.8
M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,7.859685863874345,10.899999999999977,0,1,1,3836.4
M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,4.835811518324608,10.799999999999955,0,0,0,1857.6000000000001
H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,6.030994764397906,10.900000000000034,0,0,0,2805.0
M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,4.154000000000001,10.900000000000034,0,0,0,1528.0
L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,5.8390052356020945,10.900000000000034,0,0,0,3112.5
L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,6.49069109947644,10.899999999999977,0,0,0,3459.5000000000005
L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,6.315958115183245,11.0,0,0,0,3636.6
L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,8.292565445026177,11.0,0,1,1,5259.900000000001
H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,5.369005235602094,11.099999999999966,0,0,0,2821.0
L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,6.141549738219895,11.0,0,0,0,3859.2000000000003
L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,6.212408376963351,11.100000000000023,0,0,0,3773.0
H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,9.041654450261781,11.099999999999966,0,1,0,6230.0
M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,9.089214659685863,11.100000000000023,0,1,1,7245.0
M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,7.400523560209424,11.100000000000023,0,0,0,5551.2
L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,5.50207329842932,11.099999999999966,0,0,0,3418.8
M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,5.672544502617801,11.100000000000023,0,0,0,3661.2
M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,4.863204188481675,11.099999999999966,0,0,0,2923.2
L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,5.238115183246073,11.199999999999989,0,0,0,3522.4
L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,6.880052356020943,11.099999999999966,0,0,0,5626.5
L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,5.207602094240838,11.099999999999966,0,0,0,4108.2
